,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,,ID,Expiration,Certification Body,Certification Address,Certification Contact
233,El Salvador,"Rosario de Maria II, Area de La Pila",0423A01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1200,"Volcan de San Vicente, La Paz, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Maragogype,Completed,Natural / Dry,6.5,6.75,6.75,7.17,7.08,7.0,10.0,10.0,10.0,6.83,0.0,78.08,11 %,0 full defects,12,Bluish-Green,13 full defects,,722780,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
234,Brazil,Walter Matter,1058 y 1059,Beneficio humedo/seco,002/1208/1016,Descafeinadores Mexicano SA. de CV,850-1100,Minas Gerais,Walter Matter,600,60 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"November 18th, 2022",Descafeinadores Mexicanos S.A de C.V,Mundo Novo,Completed,SEMI-LAVADO,7.25,7.08,6.67,6.83,6.83,6.67,10.0,10.0,10.0,6.67,0.0,78.0,11.3 %,0 full defects,0,Green,1 full defects,,700427,"November 18th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
235,Ethiopia,Faiza Alewi,TCE20/21-1,DUMERSO INDUSTRIAL TRADING PLC,10/0828,Temerachi Coffee Export,1850,Gedio zone Yirgacheffe,TEMERACHI COFFEE EXPORT,100,60 kg,METAD Agricultural Development plc,2021,"April 14th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.42,6.5,6.42,6.92,6.92,6.42,10.0,10.0,10.0,6.25,0.0,75.83,8.2 %,0 full defects,6,Yellow Green,5 full defects,,299311,"April 14th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
236,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",1400,ORIENTE,PEQUEÑOS PRODUCTORES JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,"April 18th, 2022",Angelica Paola Citan Lopez,Catuai,Completed,Natural / Dry,7.5,7.58,7.33,7.58,7.25,7.33,8.0,8.0,8.0,7.33,-2.0,73.92,10.4 %,0 full defects,3,YELLOW GREEN,5 full defects,,986950,"April 18th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
237,Ethiopia,Faiza Alewi,TCE20/21-1,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,1850,SNNP Gedio zoon Gedeb,Temerachi Coffee Export,100,60 kg,METAD Agricultural Development plc,2021,"April 4th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.17,6.08,6.08,6.25,6.58,6.25,10.0,10.0,10.0,6.17,0.0,73.58,7.8 %,0 full defects,12,Yellow-Green,6 full defects,,724674,"April 4th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
238,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,1900,"Oromia, Guji",Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,"April 4th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.17,6.08,6.0,6.42,6.67,6.08,10.0,10.0,10.0,6.0,0.0,73.42,8.1 %,0 full defects,10,Yellow-green,5 full defects,,566138,"April 4th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
239,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading plc,10/0828,Temerachi Coffee Export,1900,OROMIA GUJI ZONE,Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,"April 8th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.92,6.83,6.75,7.25,7.08,6.75,8.0,8.0,10.0,6.75,-2.0,72.33,8.6 %,0 full defects,2,Yellow green,5 full defects,,757428,"April 8th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
240,Vietnam,Valleys farm,CQU2022014,Valleys farm,,Coffee Quality Union,800-830,"Loc Duc, Lam Dong",Valleys farm,6,10 kg,Japan Coffee Exchange,2022,"June 16th, 2022",Coffee Quality Union,Robusta,Completed,Anaerobic Natural,8.33,8.17,8.08,8.33,8.08,8.08,10.0,10.0,8.25,8.25,0.0,85.58,11.8 %,0 full defects,2,Brownish,2 full defects,,111680,"June 16th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
241,Vietnam,TAMBA COFFEE FARM,SV-ICP VN013,TAMBA COFFEE FARM,,Stone Village Lab ICP - Vietnam,750,Gia Lai Province,Mr.Quang,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,Robusta TR4,Completed,VFR Natural,8.33,8.33,8.0,8.08,7.83,8.0,10.0,10.0,8.17,8.0,0.0,84.75,11.3 %,0 full defects,0,Green,1 full defects,,415138,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
242,Vietnam,The Coffee Farmer,SV-ICP VN008,The Coffee Farmer,,Stone Village Lab ICP - Vietnam,800,Gia Lai,"Mr. Kaldi Tai, Mr. Xuan Son",3,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,Robusta,Completed,Anaerobic Natural,8.08,8.25,7.67,8.17,7.83,8.17,10.0,10.0,8.08,8.25,0.0,84.5,8.8 %,0 full defects,0,Green,1 full defects,,697065,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
243,Vietnam,Got Coffee Farm,F2D,Dry,,Got Coffee Roaster,850,Baolam,Got Coffee Roaster,20,30 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2021 / 2022,"May 31st, 2022",Marcos On HuanSheau,Xanh Lun TS5,Completed,Double Fermentation,7.75,8.08,8.08,8.08,7.83,8.33,10.0,10.0,8.25,8.0,0.0,84.42,12 %,0 full defects,0,yellow-green,0 full defects,,242354,"May 31st, 2023",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81
244,Vietnam,Future Coffee Farm,SV-ICP VN005,Future Coffee Farm,,iO Coffee,800-950,Lam Dong,Ms.Hoa Nguyen,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta 138,Completed,Winey Honey,8.0,8.0,8.0,8.0,7.92,7.92,10.0,10.0,8.08,8.08,0.0,84.0,10.8 %,0 full defects,0,Green,0 full defects,,819758,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
245,Vietnam,Ms.Duom's Farm,SV-ICP VN002,Ms.Duom's Farm,,Stone Village Lab ICP - Vietnam,650 – 700,Dak Nong,Ms.Duom,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta,Completed,Natural / Dry,8.0,8.0,7.5,8.0,7.92,7.75,10.0,10.0,8.0,8.08,0.0,83.25,9.9 %,0 full defects,0,yellow-green,0 full defects,,419651,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
246,Vietnam,Aeroco Coffee,SV-ICP VN009,Aeroco Coffee,,Stone Village Lab ICP - Vietnam,450 - 820,Dak Lak,Mr.Tu,13,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,TR4,Completed,Natural / Dry,8.0,8.0,7.92,8.0,7.75,7.75,10.0,10.0,7.92,7.92,0.0,83.25,10.6 %,0 full defects,0,yellow-green,0 full defects,,611814,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
247,Vietnam,Van Tho's Farm,SV-ICP VN014,Van Tho's Farm,,Stone Village Lab ICP - Vietnam,750,Gia Lai Province,Mr. Thao,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta TR4,Completed,Honeyed Natural,8.0,7.92,7.67,7.92,7.83,7.83,10.0,10.0,7.92,7.83,0.0,82.92,9.4 %,0 full defects,0,Green,1 full defects,,127879,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
248,Vietnam,Phuoc An Coffee Farm,SV-ICP VN0012,Phuoc An Coffee Farm,,Stone Village Lab ICP - Vietnam,850,Dak Lak,Mr.Van,35,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta,Completed,Natural - CADA 2,7.92,7.75,7.75,7.83,7.75,7.75,10.0,10.0,8.0,7.83,0.0,82.58,10.5 %,0 full defects,0,Green,1 full defects,,481169,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
249,Vietnam,Mr.Cuong’s farm,SV-ICP VN010,Mr.Cuong’s farm,,Stone Village Lab ICP - Vietnam,700,Dak Lak,Mr.Cuong,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,Robusta,Completed,Natural / Dry,7.92,7.83,7.83,7.75,7.75,7.75,10.0,10.0,7.75,7.67,0.0,82.25,10.1 %,0 full defects,0,Green,0 full defects,,159999,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
250,India,Sethuraman Estate,14/1148/2022/10-RKR,Kaapi Royale,14/1148/2022/10,Kaapi Royale,970,Chikmagalur Karnataka India,Kaapi Royale,170,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022 / 2023,"December 1st, 2022",Nishant Gurjer,CxR Robusta,Completed,Washed / Wet,7.83,7.92,7.42,7.67,7.75,7.83,10.0,10.0,7.92,7.83,0.0,82.17,11.9 %,0 full defects,0,Yellowish,0 full defects,,722609,"December 1st, 2023",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81
251,India,Sethuraman Estate,14/1148/2022/17-RPAB,Kaapi Royale,14/1148/2022/17,Kaapi Royale,970,Chikmagalur Karnataka India,Kaapi Royale,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2017 / 2018,"December 1st, 2022",Nishant Gurjer,SLN 274,Completed,Washed / Wet,7.83,7.58,7.58,7.75,7.83,7.83,10.0,10.0,7.83,7.75,0.0,82.0,12.8 %,0 full defects,0,Yellowish and marbled beans (whitening due to moisture%),0 full defects,,824405,"December 1st, 2023",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81
252,Vietnam,Mr.Chau's Farm,SV-ICP VN004,Future Coffee Farm,,Stone Village Lab ICP - Vietnam,800-950,LAM DONG,Mr.Chau,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta 138,Completed,Washed / Wet,7.67,7.75,7.58,7.92,7.75,7.83,10.0,10.0,7.75,7.75,0.0,82.0,10.1 %,0 full defects,0,Green,0 full defects,,840937,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
253,Vietnam,UCK Farm,SV-ICP VN007,UCK Farm,,Stone Village Lab ICP - Vietnam,1200,Lam Dong,Mr. Uck Bondong,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,Robusta,Completed,Pulped natural / honey,7.67,7.75,7.75,7.67,7.75,7.83,10.0,10.0,7.75,7.67,0.0,81.83,12.9 %,0 full defects,0,Green,1 full defects,,509103,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
254,Vietnam,FRD Farm,SV-ICP VN003,FRD Farm,,Stone Village Lab ICP - Vietnam,500 – 600,Dak Nong,Mr.Phu,10,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta Se,Completed,Pulped natural / honey,7.83,7.67,7.67,7.75,7.75,7.67,10.0,10.0,7.75,7.75,0.0,81.83,10.5 %,0 full defects,0,Green,1 full defects,,815761,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
255,Vietnam,Po Ko Farms,SV-ICP VN015,Po Ko Farms,,Stone Village Lab ICP - Vietnam,600-700,Kon Tum,Po Ko Farms,25,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta,Completed,Pulped natural / honey,7.75,7.67,7.75,7.58,7.67,7.58,10.0,10.0,7.83,7.67,0.0,81.5,10 %,0 full defects,0,Green,2 full defects,,227919,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
256,Thailand,Padang Prae,CQU2022012,widhaya,,Coffee Quality Union,600-700,Padang Prae,widhaya,6,5 kg,Japan Coffee Exchange,2022,"June 16th, 2022",Coffee Quality Union,mix,Completed,semicorbonic sundry,7.75,7.67,7.5,7.5,7.67,7.67,10.0,10.0,7.67,7.67,0.0,81.08,11.6 %,0 full defects,2,Brownish,1 full defects,,795729,"June 16th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
257,Vietnam,Enjoy Coffee,SV-ICP VN001,Enjoy Coffee,,Stone Village Lab ICP - Vietnam,650 – 700,Dak Nong,Mr. Phong,50,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 29th, 2022",Stone Village Lab & Education,Robusta,Completed,White Honey,7.67,7.67,7.42,7.5,7.5,7.67,10.0,10.0,7.58,7.75,0.0,80.75,8.3 %,0 full defects,0,Green,3 full defects,,614184,"March 29th, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
258,Vietnam,Dung's Farm,SV-ICP VN011,Dung's Farm,,Stone Village Lab ICP - Vietnam,700,Dak Lak,Mr.Dung,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,"March 31st, 2022",Stone Village Lab & Education,Robusta Se,Completed,Natural / Dry,7.58,7.58,7.58,7.42,7.58,7.58,10.0,10.0,7.67,7.58,0.0,80.58,11.5 %,0 full defects,0,Green,1 full defects,,631559,"March 31st, 2023",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905
