,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact,Species
236,415138,Vietnam,TAMBA COFFEE FARM,SV-ICP VN013,TAMBA COFFEE FARM,,Stone Village Lab ICP - Vietnam,750,Gia Lai Province,Mr.Quang,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,Robusta TR4,Completed,VFR Natural,8.33,8.33,8.0,8.08,7.83,8.0,10.0,10.0,8.17,8.0,0.0,84.75,11.3 %,0 full defects,0,Green,1 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
237,697065,Vietnam,The Coffee Farmer,SV-ICP VN008,The Coffee Farmer,,Stone Village Lab ICP - Vietnam,800,Gia Lai,"Mr. Kaldi Tai, Mr. Xuan Son",3,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,Robusta,Completed,Anaerobic Natural,8.08,8.25,7.67,8.17,7.83,8.17,10.0,10.0,8.08,8.25,0.0,84.5,8.8 %,0 full defects,0,Green,1 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
238,242354,Vietnam,Got Coffee Farm,F2D,Dry,,Got Coffee Roaster,850,Baolam,Got Coffee Roaster,20,30 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2021 / 2022,2022-05-31,Marcos On HuanSheau,Xanh Lun TS5,Completed,Double Fermentation,7.75,8.08,8.08,8.08,7.83,8.33,10.0,10.0,8.25,8.0,0.0,84.42,12 %,0 full defects,0,yellow-green,0 full defects,2023-05-31,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,Robusta
239,819758,Vietnam,Future Coffee Farm,SV-ICP VN005,Future Coffee Farm,,iO Coffee,800-950,Lam Dong,Ms.Hoa Nguyen,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta 138,Completed,Winey Honey,8.0,8.0,8.0,8.0,7.92,7.92,10.0,10.0,8.08,8.08,0.0,84.0,10.8 %,0 full defects,0,Green,0 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
240,419651,Vietnam,Ms.Duom's Farm,SV-ICP VN002,Ms.Duom's Farm,,Stone Village Lab ICP - Vietnam,650 – 700,Dak Nong,Ms.Duom,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta,Completed,Natural / Dry,8.0,8.0,7.5,8.0,7.92,7.75,10.0,10.0,8.0,8.08,0.0,83.25,9.9 %,0 full defects,0,yellow-green,0 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
241,611814,Vietnam,Aeroco Coffee,SV-ICP VN009,Aeroco Coffee,,Stone Village Lab ICP - Vietnam,450 - 820,Dak Lak,Mr.Tu,13,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,TR4,Completed,Natural / Dry,8.0,8.0,7.92,8.0,7.75,7.75,10.0,10.0,7.92,7.92,0.0,83.25,10.6 %,0 full defects,0,yellow-green,0 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
242,127879,Vietnam,Van Tho's Farm,SV-ICP VN014,Van Tho's Farm,,Stone Village Lab ICP - Vietnam,750,Gia Lai Province,Mr. Thao,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta TR4,Completed,Honeyed Natural,8.0,7.92,7.67,7.92,7.83,7.83,10.0,10.0,7.92,7.83,0.0,82.92,9.4 %,0 full defects,0,Green,1 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
243,481169,Vietnam,Phuoc An Coffee Farm,SV-ICP VN0012,Phuoc An Coffee Farm,,Stone Village Lab ICP - Vietnam,850,Dak Lak,Mr.Van,35,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta,Completed,Natural - CADA 2,7.92,7.75,7.75,7.83,7.75,7.75,10.0,10.0,8.0,7.83,0.0,82.58,10.5 %,0 full defects,0,Green,1 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
244,159999,Vietnam,Mr.Cuong’s farm,SV-ICP VN010,Mr.Cuong’s farm,,Stone Village Lab ICP - Vietnam,700,Dak Lak,Mr.Cuong,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,Robusta,Completed,Natural / Dry,7.92,7.83,7.83,7.75,7.75,7.75,10.0,10.0,7.75,7.67,0.0,82.25,10.1 %,0 full defects,0,Green,0 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
245,722609,India,Sethuraman Estate,14/1148/2022/10-RKR,Kaapi Royale,14/1148/2022/10,Kaapi Royale,970,Chikmagalur Karnataka India,Kaapi Royale,170,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022 / 2023,2022-12-01,Nishant Gurjer,CxR Robusta,Completed,Washed / Wet,7.83,7.92,7.42,7.67,7.75,7.83,10.0,10.0,7.92,7.83,0.0,82.17,11.9 %,0 full defects,0,Yellowish,0 full defects,2023-12-01,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,Robusta
246,824405,India,Sethuraman Estate,14/1148/2022/17-RPAB,Kaapi Royale,14/1148/2022/17,Kaapi Royale,970,Chikmagalur Karnataka India,Kaapi Royale,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2017 / 2018,2022-12-01,Nishant Gurjer,SLN 274,Completed,Washed / Wet,7.83,7.58,7.58,7.75,7.83,7.83,10.0,10.0,7.83,7.75,0.0,82.0,12.8 %,0 full defects,0,Yellowish and marbled beans (whitening due to moisture%),0 full defects,2023-12-01,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,Robusta
247,840937,Vietnam,Mr.Chau's Farm,SV-ICP VN004,Future Coffee Farm,,Stone Village Lab ICP - Vietnam,800-950,LAM DONG,Mr.Chau,2,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta 138,Completed,Washed / Wet,7.67,7.75,7.58,7.92,7.75,7.83,10.0,10.0,7.75,7.75,0.0,82.0,10.1 %,0 full defects,0,Green,0 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
248,509103,Vietnam,UCK Farm,SV-ICP VN007,UCK Farm,,Stone Village Lab ICP - Vietnam,1200,Lam Dong,Mr. Uck Bondong,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,Robusta,Completed,Pulped natural / honey,7.67,7.75,7.75,7.67,7.75,7.83,10.0,10.0,7.75,7.67,0.0,81.83,12.9 %,0 full defects,0,Green,1 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
249,815761,Vietnam,FRD Farm,SV-ICP VN003,FRD Farm,,Stone Village Lab ICP - Vietnam,500 – 600,Dak Nong,Mr.Phu,10,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta Se,Completed,Pulped natural / honey,7.83,7.67,7.67,7.75,7.75,7.67,10.0,10.0,7.75,7.75,0.0,81.83,10.5 %,0 full defects,0,Green,1 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
250,227919,Vietnam,Po Ko Farms,SV-ICP VN015,Po Ko Farms,,Stone Village Lab ICP - Vietnam,600-700,Kon Tum,Po Ko Farms,25,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta,Completed,Pulped natural / honey,7.75,7.67,7.75,7.58,7.67,7.58,10.0,10.0,7.83,7.67,0.0,81.5,10 %,0 full defects,0,Green,2 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
251,795729,Thailand,Padang Prae,CQU2022012,widhaya,,Coffee Quality Union,600-700,Padang Prae,widhaya,6,5 kg,Japan Coffee Exchange,2022,2022-06-16,Coffee Quality Union,mix,Completed,semicorbonic sundry,7.75,7.67,7.5,7.5,7.67,7.67,10.0,10.0,7.67,7.67,0.0,81.08,11.6 %,0 full defects,2,Brownish,1 full defects,2023-06-16,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Robusta
252,614184,Vietnam,Enjoy Coffee,SV-ICP VN001,Enjoy Coffee,,Stone Village Lab ICP - Vietnam,650 – 700,Dak Nong,Mr. Phong,50,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-29,Stone Village Lab & Education,Robusta,Completed,White Honey,7.67,7.67,7.42,7.5,7.5,7.67,10.0,10.0,7.58,7.75,0.0,80.75,8.3 %,0 full defects,0,Green,3 full defects,2023-03-29,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
253,631559,Vietnam,Dung's Farm,SV-ICP VN011,Dung's Farm,,Stone Village Lab ICP - Vietnam,700,Dak Lak,Mr.Dung,5,60 kg,Stone Village Lab & Institute Of Quality,2021 / 2022,2022-03-31,Stone Village Lab & Education,Robusta Se,Completed,Natural / Dry,7.58,7.58,7.58,7.42,7.58,7.58,10.0,10.0,7.67,7.58,0.0,80.58,11.5 %,0 full defects,0,Green,1 full defects,2023-03-31,Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,Robusta
